timestamp,open,high,low,close,volume
1739566080000,97615.38,97634.96,97588.49,97625.52,18.53829
1739566140000,97625.51,97625.52,97592.81,97597.16,8.06573
1739566200000,97597.17,97614.74,97530.0,97540.0,22.48783
1739566260000,97539.99,97540.0,97366.39,97405.37,72.62505
1739566320000,97405.38,97520.0,97405.38,97509.44,11.37491
1739566380000,97509.44,97533.34,97438.21,97455.98,34.12774
1739566440000,97455.98,97532.34,97438.01,97504.49,12.34876
1739566500000,97504.48,97504.48,97368.13,97379.44,17.56789
1739566560000,97379.44,97379.46,97306.03,97306.04,10.48877
1739566620000,97306.04,97339.39,97185.18,97210.21,32.20001
1739566680000,97210.22,97210.22,97003.28,97117.77,92.60821
1739566740000,97117.77,97271.99,97117.77,97196.09,61.87264
1739566800000,97196.1,97218.67,97100.0,97112.67,20.36148
1739566860000,97112.67,97215.68,97056.88,97194.64,20.52165
1739566920000,97194.64,97330.4,97189.77,97311.62,27.1968
1739566980000,97311.61,97331.96,97264.56,97314.44,17.71986
1739567040000,97314.44,97314.44,97263.23,97291.32,4.50338
1739567100000,97291.32,97294.03,97122.85,97123.39,26.81128
1739567160000,97123.38,97205.5,97109.57,97205.49,14.04216
1739567220000,97205.49,97205.5,97083.0,97094.34,15.48727
1739567280000,97094.33,97094.34,96911.5,96985.72,68.2754
1739567340000,96985.72,96996.01,96908.0,96910.17,19.80845
1739567400000,96910.17,96957.64,96800.49,96811.95,45.52864
1739567460000,96811.94,96835.72,96712.5,96733.0,77.96098
1739567520000,96733.0,96767.2,96697.56,96750.44,43.40603
1739567580000,96750.44,96878.78,96750.44,96817.99,39.79179
1739567640000,96817.99,96909.16,96817.99,96893.96,34.42297
1739567700000,96893.97,96893.97,96761.29,96802.49,33.50502
1739567760000,96802.5,96822.97,96756.01,96802.75,29.39542
1739567820000,96802.74,96920.65,96802.74,96828.72,31.05169
1739567880000,96828.72,96999.7,96820.1,96999.69,23.57167
1739567940000,96999.7,97080.42,96991.04,97026.2,28.48655
1739568000000,97026.21,97026.21,96905.86,96921.35,28.67401
1739568060000,96921.35,96985.0,96921.35,96958.16,13.68405
1739568120000,96958.16,97018.87,96958.15,97011.53,8.13617
1739568180000,97011.53,97058.49,97011.53,97052.47,16.51004
1739568240000,97052.46,97098.05,97043.18,97098.05,13.41562
1739568300000,97098.05,97153.01,97092.92,97141.61,20.37425
1739568360000,97141.62,97199.0,97141.61,97161.79,12.78421
1739568420000,97161.79,97184.49,97103.62,97103.62,23.83143
1739568480000,97103.62,97114.64,97050.0,97083.62,15.59295
1739568540000,97083.62,97092.53,97079.12,97079.12,1.91235
1739568600000,97079.13,97138.13,97059.25,97138.12,15.84476
1739568660000,97138.13,97277.78,97138.12,97268.06,40.02573
1739568720000,97268.06,97277.78,97264.87,97264.88,6.24581
1739568780000,97264.88,97302.3,97200.01,97250.26,13.42395
1739568840000,97250.27,97250.27,97177.1,97211.6,6.32484
1739568900000,97211.59,97256.23,97194.03,97197.76,11.65796
1739568960000,97197.64,97258.79,97197.63,97258.79,7.07232
1739569020000,97258.8,97378.0,97258.8,97327.77,16.19936
1739569080000,97327.78,97346.34,97318.11,97335.99,7.48797
1739569140000,97335.98,97394.73,97335.98,97394.72,6.37883
1739569200000,97394.72,97394.73,97305.09,97317.43,10.50478
1739569260000,97317.43,97358.77,97301.26,97328.07,14.29633
1739569320000,97327.19,97344.86,97300.0,97344.85,5.31641
1739569380000,97344.86,97358.14,97311.0,97330.05,4.53702
1739569440000,97330.06,97358.5,97311.46,97311.46,5.09157
1739569500000,97311.46,97355.57,97271.21,97355.56,6.87848
1739569560000,97355.57,97369.6,97342.78,97369.59,2.16225
1739569620000,97369.6,97424.0,97369.6,97424.0,4.93426
1739569680000,97424.0,97433.21,97397.36,97397.37,2.43624
1739569740000,97397.37,97405.55,97341.53,97341.54,4.89094
1739569800000,97341.54,97368.18,97320.75,97320.75,3.82558
1739569860000,97320.75,97388.0,97300.81,97375.01,28.40103
1739569920000,97375.02,97386.81,97351.6,97379.41,5.55842
1739569980000,97379.42,97384.79,97317.56,97336.78,4.77613
1739570040000,97336.78,97370.97,97336.77,97370.97,2.08338
1739570100000,97370.97,97396.23,97370.96,97396.23,21.52999
1739570160000,97396.22,97441.06,97396.22,97441.06,9.44295
1739570220000,97441.05,97488.56,97441.05,97460.27,14.02779
1739570280000,97460.27,97470.67,97458.86,97461.96,7.9574
1739570340000,97461.97,97492.69,97456.78,97456.79,6.703
1739570400000,97456.78,97491.69,97401.73,97491.68,8.01159
1739570460000,97491.68,97529.27,97481.94,97529.27,12.27081
1739570520000,97529.27,97531.63,97466.0,97531.63,17.90517
1739570580000,97531.63,97538.11,97531.62,97537.23,8.97255
1739570640000,97537.23,97537.23,97483.99,97516.33,8.86395
1739570700000,97516.32,97537.43,97468.01,97517.0,12.92269
1739570760000,97517.01,97517.01,97477.62,97496.13,7.40828
1739570820000,97495.79,97495.8,97424.67,97473.17,4.49591
1739570880000,97473.17,97489.39,97473.16,97480.09,2.48975
1739570940000,97480.09,97488.88,97480.08,97488.88,0.76927
1739571000000,97488.87,97507.71,97465.06,97507.71,8.04986
1739571060000,97507.7,97529.43,97492.56,97529.43,9.02464
1739571120000,97529.42,97529.43,97480.03,97480.03,10.66835
1739571180000,97480.03,97489.78,97384.61,97384.62,11.67145
1739571240000,97384.61,97454.98,97384.61,97389.41,5.13551
1739571300000,97389.4,97389.41,97330.71,97348.6,9.64508
1739571360000,97348.6,97404.95,97348.59,97404.94,5.77081
1739571420000,97404.95,97447.77,97386.53,97386.54,3.96329
1739571480000,97386.53,97443.96,97350.0,97350.0,11.8302
1739571540000,97350.01,97357.01,97350.0,97350.85,1.10297
1739571600000,97350.84,97350.85,97308.0,97308.0,4.58693
1739571660000,97308.01,97352.77,97308.0,97352.76,7.60202
1739571720000,97352.77,97374.48,97352.77,97374.47,1.63462
1739571780000,97374.48,97416.68,97374.47,97416.68,3.61133
1739571840000,97416.67,97444.0,97416.67,97427.54,6.79692
1739571900000,97427.54,97427.55,97360.01,97368.18,5.47483
1739571960000,97368.18,97374.8,97368.17,97374.8,1.59598
1739572020000,97374.79,97416.33,97374.79,97416.33,2.2377
1739572080000,97416.32,97416.35,97416.32,97416.34,0.71164
1739572140000,97416.34,97448.0,97416.34,97448.0,3.4084
1739572200000,97447.99,97448.0,97399.23,97399.24,4.32881
1739572260000,97399.23,97399.24,97288.88,97288.88,4.43457
1739572320000,97288.88,97288.88,97236.87,97260.2,15.31851
1739572380000,97260.21,97260.21,97231.61,97231.61,2.70329
1739572440000,97231.61,97236.51,97115.94,97236.51,18.27094
1739572500000,97236.5,97236.51,97143.57,97143.57,6.22306
1739572560000,97143.57,97143.57,97068.49,97092.78,10.29706
1739572620000,97092.78,97116.03,97055.55,97116.03,6.8979
1739572680000,97116.02,97219.53,97116.02,97205.14,8.38233
1739572740000,97205.13,97255.29,97178.98,97255.15,8.55176
1739572800000,97255.16,97277.78,97224.23,97224.23,3.6682
1739572860000,97224.24,97312.0,97224.23,97312.0,14.77765
1739572920000,97312.0,97323.38,97312.0,97323.37,4.10521
1739572980000,97323.37,97335.95,97323.37,97335.68,5.20751
1739573040000,97335.68,97350.86,97274.35,97274.35,5.0208
1739573100000,97274.35,97274.36,97166.67,97166.67,1.77647
1739573160000,97166.66,97187.07,97151.1,97152.12,11.56767
1739573220000,97152.13,97152.13,97072.71,97072.71,3.68941
1739573280000,97072.71,97161.63,97072.71,97151.91,5.93413
1739573340000,97151.91,97151.91,97126.51,97126.51,4.7867
1739573400000,97126.51,97126.52,97098.94,97100.57,8.95319
1739573460000,97100.57,97100.58,97009.76,97009.77,8.16474
1739573520000,97009.77,97120.0,97009.76,97119.99,4.96823
1739573580000,97120.0,97120.0,97098.82,97098.82,3.59127
1739573640000,97098.82,97098.83,96994.11,96994.11,10.54165
1739573700000,96994.12,96994.12,96922.23,96977.42,8.57534
1739573760000,96977.43,97055.56,96977.43,97055.55,8.80989
1739573820000,97055.55,97125.81,97024.47,97024.48,10.78425
1739573880000,97024.65,97111.97,97019.82,97077.82,15.15822
1739573940000,97077.83,97135.33,97028.46,97134.59,11.33701
1739574000000,97134.6,97181.58,97121.33,97125.2,12.31202
1739574060000,97125.2,97135.91,97044.44,97055.04,11.48564
1739574120000,97055.04,97105.73,97019.82,97033.83,9.74746
1739574180000,97033.83,97066.59,97032.8,97032.81,3.8509
1739574240000,97032.81,97100.0,96995.41,97099.98,15.23012
1739574300000,97099.98,97107.49,97082.08,97093.42,3.88531
1739574360000,97093.41,97155.53,97078.72,97111.97,5.37512
1739574420000,97112.31,97159.32,97112.31,97152.9,4.53913
1739574480000,97152.9,97152.91,97138.93,97138.93,0.98175
1739574540000,97138.94,97160.89,97138.93,97160.88,2.36263
1739574600000,97160.89,97160.89,97140.52,97157.13,4.26656
1739574660000,97157.13,97198.83,97157.13,97198.83,4.62209
1739574720000,97198.83,97213.72,97184.5,97213.71,2.36198
1739574780000,97213.71,97243.05,97208.4,97220.29,3.71574
1739574840000,97220.29,97220.29,97212.49,97220.25,4.39818
1739574900000,97220.25,97249.23,97220.25,97242.97,3.53272
1739574960000,97242.98,97263.86,97242.97,97263.85,2.84339
1739575020000,97263.85,97263.86,97229.38,97229.39,4.5565
1739575080000,97229.39,97264.25,97229.39,97264.25,2.15785
1739575140000,97264.24,97272.13,97264.24,97272.12,1.15567
1739575200000,97272.13,97272.13,97264.24,97264.9,2.39923
1739575260000,97264.89,97273.62,97234.69,97273.62,4.13206
1739575320000,97273.62,97317.26,97273.61,97317.25,3.90818
1739575380000,97317.25,97341.29,97317.25,97341.28,1.85084
1739575440000,97341.28,97341.28,97275.5,97275.5,4.40935
1739575500000,97275.5,97341.04,97275.5,97332.76,15.92731
1739575560000,97332.75,97394.48,97332.75,97367.3,4.46514
1739575620000,97366.87,97366.87,97332.75,97332.75,3.37194
1739575680000,97332.76,97349.24,97328.06,97329.71,3.29076
1739575740000,97329.7,97329.71,97321.0,97321.0,1.05238
1739575800000,97321.0,97331.93,97320.75,97322.6,2.21674
1739575860000,97322.61,97347.26,97287.34,97339.14,4.66452
1739575920000,97339.14,97433.62,97339.14,97433.61,8.52157
1739575980000,97433.61,97471.27,97418.78,97471.27,5.74052
1739576040000,97471.27,97471.27,97446.26,97446.27,6.33865
1739576100000,97446.26,97446.26,97418.78,97444.01,1.60242
1739576160000,97444.0,97444.01,97436.5,97443.99,5.16576
1739576220000,97444.0,97444.0,97396.22,97416.49,5.09935
1739576280000,97416.48,97438.78,97406.79,97438.78,2.11145
1739576340000,97438.77,97438.78,97375.81,97401.03,5.09095
1739576400000,97401.04,97401.04,97372.43,97372.43,1.42708
1739576460000,97372.42,97400.46,97360.99,97400.46,3.71605
1739576520000,97400.45,97424.23,97380.52,97411.34,11.27334
1739576580000,97411.35,97426.19,97411.34,97426.18,1.66019
1739576640000,97426.18,97426.19,97414.63,97419.8,1.17282
1739576700000,97419.81,97464.49,97419.81,97446.68,4.20008
1739576760000,97446.69,97499.56,97446.68,97499.55,1.89272
1739576820000,97499.55,97499.56,97438.96,97480.3,3.07637
1739576880000,97480.3,97480.31,97438.54,97444.35,6.68624
